departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
ANTIOQUIA,5,GRANADA,5313,Rural,Sin información,2006,1,Mayor de 18 años,no,Civil,Hombre,Herido,6.143703,-75.185183,Sin informacion,"(6.143703, -75.185183)","Pasando, estando cerca"
ANTIOQUIA,5,TARAZÁ,5790,Rural,Quebrada Iraca,2010,1,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.372777777777777,-75.20444444444445,Sin informacion,"(7.372777777777777, -75.20444444444445)",Fuerza pública
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2008,3,Mayor de 18 años,no,Civil,Hombre,Herido,7.165222,-75.438081,Sin informacion,"(7.165222, -75.438081)",Erradicador manual - PCI
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2008,3,Mayor de 18 años,no,Civil,Hombre,Herido,7.165222,-75.438081,Sin informacion,"(7.165222, -75.438081)",Erradicador manual - PCI
ANTIOQUIA,5,VALDIVIA,5854,Urbana,Sin información,2009,4,Mayor de 18 años,no,Civil,Hombre,Herido,7.274352,-75.382426,Sin informacion,"(7.274352, -75.382426)",Erradicador manual - PCI
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2008,3,Mayor de 18 años,no,Civil,Hombre,Herido,7.165222,-75.438081,Sin informacion,"(7.165222, -75.438081)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,no,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,"(7.58831222222222, -75.4028944444444)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,no,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,"(7.58831222222222, -75.4028944444444)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,no,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,"(7.58831222222222, -75.4028944444444)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,no,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,"(7.58831222222222, -75.4028944444444)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,no,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,"(7.58831222222222, -75.4028944444444)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,no,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,"(7.58831222222222, -75.4028944444444)",Erradicador manual - PCI
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda Los Monos,2010,1,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.338888888888889,-75.80277777777778,Sin informacion,"(7.338888888888889, -75.80277777777778)",Fuerza pública
ANTIOQUIA,5,CÁCERES,5120,Rural,Cerro Blanco,2010,2,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.390833333333333,-75.14972222222222,Caminos,"(7.390833333333333, -75.14972222222222)",Fuerza pública
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda Puerto Rico,2000,10,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,APARTADÓ,5045,Rural,Corregimiento San Jose,2008,8,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.904444444444445,-76.46194444444444,Sin informacion,"(7.904444444444445, -76.46194444444444)",Fuerza pública
ANTIOQUIA,5,APARTADÓ,5045,Rural,Corregimiento San Jose,2008,8,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.904444444444445,-76.46194444444444,Sin informacion,"(7.904444444444445, -76.46194444444444)",Fuerza pública
ANTIOQUIA,5,SAN ANDRÉS,5647,Rural,Vereda El Peñol,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Muerto,6.980833333333333,-75.62638888888888,Caminos,"(6.980833333333333, -75.62638888888888)",Fuerza pública
ANTIOQUIA,5,MEDELLÍN,5001,Rural,Vereda El Respaldo,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.229209,-75.564887,Sin informacion,"(6.229209, -75.564887)",Fuerza pública
ANTIOQUIA,5,GRANADA,5313,Rural,Vereda La Línda,2004,11,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.111667,-75.095833,Sin informacion,"(6.111667, -75.095833)",Fuerza pública
ANTIOQUIA,5,SAN LUIS,5660,Rural,Quebrada Minarica,2008,10,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.058611111111111,-75.06555555555556,Quebradas,"(6.058611111111111, -75.06555555555556)",Fuerza pública
ANTIOQUIA,5,ANORÍ,5040,Rural,Vereda Los Campamentos,2008,12,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.222222222222222,-75.05833333333334,Cerros,"(7.222222222222222, -75.05833333333334)",Fuerza pública
ANTIOQUIA,5,ANORÍ,5040,Rural,Vereda Los Campamentos,2008,12,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.222222222222222,-75.05833333333334,Cerros,"(7.222222222222222, -75.05833333333334)",Fuerza pública
ANTIOQUIA,5,ANORÍ,5040,Rural,Vereda Los Campamentos,2008,12,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.222222222222222,-75.05833333333334,Cerros,"(7.222222222222222, -75.05833333333334)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda Conguital,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.369444444444444,-75.77694444444444,Sendero,"(7.3694444444444445, -75.77694444444444)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda Conguital,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.369444444444444,-75.77694444444444,Sendero,"(7.3694444444444445, -75.77694444444444)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Embaretado,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.491666666666666,-75.47361111111111,Sin informacion,"(7.491666666666666, -75.47361111111111)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Quebrada Ciénaga,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.448333333333333,-75.45333333333333,Sin informacion,"(7.448333333333333, -75.45333333333333)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Tagual,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Muerto,7.286388888888889,-75.95944444444444,Sin informacion,"(7.286388888888889, -75.95944444444444)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,El Edén,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.341388888888889,-75.95,Sin informacion,"(7.341388888888889, -75.95)",Fuerza pública
ANTIOQUIA,5,URRAO,5847,Rural,Río Murry,2010,4,Mayor de 18 años,no,Fuerza pública,Hombre,Muerto,6.546666666666667,-76.43916666666667,Cerros,"(6.546666666666667, -76.43916666666667)",Fuerza pública
ANTIOQUIA,5,VALDIVIA,5854,Rural,La Alemana,2010,4,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.328611111111111,-75.2936111111111,Sin informacion,"(7.328611111111111, -75.2936111111111)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Quebrada Bocanegra,2010,4,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.416666666666667,-75.43805555555555,Sin informacion,"(7.416666666666667, -75.43805555555555)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,El Suspiro,2010,4,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.281111111111112,-75.94638888888889,Caminos,"(7.2811111111111115, -75.94638888888889)",Fuerza pública
ANTIOQUIA,5,APARTADÓ,5045,Rural,Vereda Chontalito,2010,5,Mayor de 18 años,no,Fuerza pública,Hombre,Muerto,7.941666666666666,-76.51555555555555,Sin informacion,"(7.941666666666666, -76.51555555555555)",Fuerza pública
ANTIOQUIA,5,APARTADÓ,5045,Rural,Vereda Chontalito,2010,5,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.941666666666666,-76.51555555555555,Sin informacion,"(7.941666666666666, -76.51555555555555)",Fuerza pública
ANTIOQUIA,5,BRICEÑO,5107,Rural,Vereda Pueblo Nuevo,2010,5,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.098333333333334,-75.63027777777778,Sin informacion,"(7.098333333333334, -75.63027777777778)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Pela Huevo,2010,5,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.1745424543,-75.7702545782,Sin informacion,"(7.1745424543, -75.7702545782)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Pela Huevo,2010,5,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.1745424543,-75.7702545782,Sin informacion,"(7.1745424543, -75.7702545782)",Fuerza pública
ANTIOQUIA,5,VALDIVIA,5854,Rural,Vereda La Esperanza,2010,6,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.361666666666666,-75.4275,Sin informacion,"(7.361666666666666, -75.4275)",Fuerza pública
ANTIOQUIA,5,BRICEÑO,5107,Rural,Vereda Berlín,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.105555555555555,-75.62638888888888,Sin informacion,"(7.105555555555555, -75.62638888888888)",Fuerza pública
ANTIOQUIA,5,BRICEÑO,5107,Rural,Vereda Berlín,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.105555555555555,-75.62638888888888,Sin informacion,"(7.105555555555555, -75.62638888888888)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Sin información,2010,4,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.312222222222222,-75.9475,Sin informacion,"(7.312222222222222, -75.9475)",Fuerza pública
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda San Blas,2005,5,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2010,3,Mayor de 18 años,no,Civil,Hombre,Herido,7.305,-75.4541666666667,Sin informacion,"(7.305, -75.4541666666667)",Erradicador manual - PCI
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2010,3,Mayor de 18 años,no,Civil,Hombre,Herido,7.305,-75.4541666666667,Sin informacion,"(7.305, -75.4541666666667)",Erradicador manual - PCI
ANTIOQUIA,5,ITUANGO,5361,Rural,Sin información,2008,5,Menor de 18 años,no,Civil,Hombre,Herido,7.171637,-75.764403,Sin informacion,"(7.171637, -75.764403)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda San Blas,2005,5,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,ANORÍ,5040,Rural,Vereda Bolívar,2010,5,Mayor de 18 años,no,Civil,Hombre,Herido,7.073333,-75.147222,Fincas,"(7.073333, -75.147222)",Sin Información
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2010,3,Mayor de 18 años,no,Civil,Hombre,Herido,7.305,-75.4541666666667,Sin informacion,"(7.305, -75.4541666666667)",Erradicador manual - PCI
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda Santa Elena,2005,6,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda La Mirandita,2005,5,Mayor de 18 años,no,Civil,Hombre,Muerto,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2010,3,Mayor de 18 años,no,Civil,Hombre,Herido,7.305,-75.4541666666667,Sin informacion,"(7.305, -75.4541666666667)",Erradicador manual - PCI
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2010,3,Mayor de 18 años,no,Civil,Hombre,Herido,7.305,-75.4541666666667,Sin informacion,"(7.305, -75.4541666666667)",Erradicador manual - PCI
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda La Mirandita,2005,5,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,SAN ANDRÉS,5647,Rural,Vereda Alto Seco,2009,9,Menor de 18 años,no,Civil,Hombre,Herido,6.914578,-75.675339,Campo,"(6.914578, -75.675339)",Sin Información
ANTIOQUIA,5,SAN LUIS,5660,Rural,Vereda Tulipan,2010,3,Mayor de 18 años,no,Civil,Hombre,Herido,6.042723,-74.994899,Sin informacion,"(6.042723, -74.994899)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda San Blas,2005,1,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,TARAZÁ,5790,Rural,El Mocho,2010,5,Mayor de 18 años,no,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,VIGÍA DEL FUERTE,5873,Rural,Vegaez,2010,3,Mayor de 18 años,no,Civil,Hombre,Herido,6.589293,-76.895057,Sin informacion,"(6.589293, -76.895057)",Sin Información
ANTIOQUIA,5,NECOCLÍ,5490,Rural,Necoclí,2010,1,Mayor de 18 años,no,Civil,Hombre,Herido,8.423154,-76.783937,Sin informacion,"(8.423154, -76.783937)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda San Blas,2005,1,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,DABEIBA,5234,Rural,Corcobado- Nudo De Paramillo,2009,2,Mayor de 18 años,no,Civil,Hombre,Herido,7.002761,-76.263894,Sin informacion,"(7.002761, -76.263894)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda La Mirandita,2005,5,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2010,5,Mayor de 18 años,no,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda La Mirandita,2005,5,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2010,5,Mayor de 18 años,no,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda La Mirandita,2005,5,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2010,5,Mayor de 18 años,no,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2010,5,Mayor de 18 años,no,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda Santa Rita,2010,6,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.140555555555555,-74.96833333333333,Sin informacion,"(6.140555555555555, -74.96833333333333)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda La Francia,2008,5,Menor de 18 años,no,Civil,Hombre,Herido,7.171637,-75.764403,Sin informacion,"(7.171637, -75.764403)",Sin Información
ANTIOQUIA,5,GUADALUPE,5315,Rural,Sector Travesias - Vereda San Juan,2010,3,Mayor de 18 años,no,Civil,Hombre,Herido,6.81222714094567,-75.2482092200093,Sin informacion,"(6.81222714094567, -75.2482092200093)",Agricultura
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2010,3,Mayor de 18 años,no,Civil,Hombre,Herido,7.305,-75.4541666666667,Sin informacion,"(7.305, -75.4541666666667)",Erradicador manual - PCI
ANTIOQUIA,5,VALDIVIA,5854,Rural,Vereda Montefrio,2010,4,Mayor de 18 años,no,Civil,Hombre,Herido,7.165222,-75.438081,Sin informacion,"(7.165222, -75.438081)",Sin Información
ANTIOQUIA,5,VALDIVIA,5854,Rural,Vereda Montefrio,2010,4,Mayor de 18 años,no,Civil,Hombre,Herido,7.165222,-75.438081,Sin informacion,"(7.165222, -75.438081)",Sin Información
ANTIOQUIA,5,ANORÍ,5040,Rural,Vereda Las Cruces,2010,2,Mayor de 18 años,no,Civil,Hombre,Herido,7.073333,-75.147222,Sin informacion,"(7.073333, -75.147222)",Sin Información
ANTIOQUIA,5,GUADALUPE,5315,Rural,Sector Travesias - Vereda San Juan,2010,3,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.81222714094567,-75.2482092200093,Sin informacion,"(6.81222714094567, -75.2482092200093)",Fuerza pública
ANTIOQUIA,5,DABEIBA,5234,Rural,Corcobado- Nudo De Paramillo,2009,2,Mayor de 18 años,no,Civil,Hombre,Herido,7.002761,-76.263894,Sin informacion,"(7.002761, -76.263894)",Sin Información
ANTIOQUIA,5,TARAZÁ,5790,Rural,Vereda Anaparci,2010,7,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.426666666666667,-75.44277777777778,Sin informacion,"(7.426666666666667, -75.44277777777778)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,La Sombra,2010,7,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.440277777777778,-75.42222222222222,Sin informacion,"(7.440277777777778, -75.42222222222222)",Fuerza pública
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda La Mirandita,2005,5,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda San Blas,2005,1,Mayor de 18 años,no,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,DABEIBA,5234,Rural,Vereda De Tascon,2009,11,Mayor de 18 años,no,Civil,Hombre,Herido,7.002761,-76.263894,Campo,"(7.002761, -76.263894)",Sin Información
ANTIOQUIA,5,CÁCERES,5120,Rural,Quebrada San Pablo,2010,2,Mayor de 18 años,no,Fuerza pública,Hombre,Muerto,7.448611111111111,-75.14861111111111,Sin informacion,"(7.448611111111111, -75.14861111111111)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2008,11,Mayor de 18 años,Indigena,Civil,Hombre,Muerto,7.590281505303088,-75.40544909882509,Sin informacion,"(7.590281505303088, -75.40544909882509)","Caza, pesca"
ANTIOQUIA,5,TARAZÁ,5790,Rural,Vereda La Caucana,2010,8,Menor de 18 años,no,Civil,Hombre,Herido,7.6379905575,-75.5372715064627,Campo,"(7.6379905575, -75.5372715064627)",Sin Información
ANTIOQUIA,5,URRAO,5847,Rural,Sector La Iguana,2010,8,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.315899,-76.134258,Sin informacion,"(6.315899, -76.134258)",Fuerza pública
ANTIOQUIA,5,EL BAGRE,5250,Rural,Vereda La Borrachera,2010,5,Mayor de 18 años,no,Civil,Hombre,Herido,7.54811508528796,-74.7620691106051,Sin informacion,"(7.54811508528796, -74.7620691106051)",Sin Información
ANTIOQUIA,5,ANGOSTURA,5038,Rural,Vereda Trinidad,2010,6,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.91459143793316,-75.3067391764282,Sin informacion,"(6.91459143793316, -75.3067391764282)",Fuerza pública
ANTIOQUIA,5,VALDIVIA,5854,Rural,Puerto Valdivia,2010,7,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.29407390254717,-75.3931632463169,Sin informacion,"(7.29407390254717, -75.3931632463169)",Fuerza pública
ANTIOQUIA,5,VALDIVIA,5854,Rural,Vereda El Pital,2010,6,Mayor de 18 años,no,Civil,Hombre,Herido,7.26372125926292,-75.3932853843489,Sin informacion,"(7.26372125926292, -75.3932853843489)",Sin Información
ANTIOQUIA,5,TARAZÁ,5790,Rural,Quebrada Rayo,2010,7,Mayor de 18 años,no,Civil,Hombre,Herido,7.53051588680304,-75.3962392370858,Sin informacion,"(7.53051588680304, -75.3962392370858)",Sin Información
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda La Miranda,2010,8,Mayor de 18 años,no,Civil,Hombre,Herido,7.18359700042233,-75.8566131780149,Campo,"(7.18359700042233, -75.8566131780149)",Agricultura
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda La Miranda,2010,8,Mayor de 18 años,no,Civil,Mujer,Herido,7.18506073905675,-75.8581145681272,Campo,"(7.18506073905675, -75.8581145681272)",Cuidado de animales
ANTIOQUIA,5,VALDIVIA,5854,Rural,Vereda El Rayo,2004,11,Mayor de 18 años,no,Civil,Hombre,Herido,7.165222,-75.438081,Sin informacion,"(7.165222, -75.438081)",Sin Información
ANTIOQUIA,5,PUERTO TRIUNFO,5591,Rural,La Olleta,2010,2,Menor de 18 años,no,Civil,Hombre,Herido,5.873072,-74.639829,Sin informacion,"(5.873072, -74.639829)",Sin Información
ANTIOQUIA,5,DABEIBA,5234,Rural,Corregimiento Taparales,2006,10,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.125,-76.39916666666667,Sin informacion,"(7.125, -76.39916666666667)",Fuerza pública
ANTIOQUIA,5,CÁCERES,5120,Rural,Sin información,2010,7,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.360833333333333,-75.16694444444444,Sin informacion,"(7.360833333333333, -75.16694444444444)",Fuerza pública
ANTIOQUIA,5,APARTADÓ,5045,Rural,Sin información,2009,9,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.903888888888889,-76.46833333333333,Sin informacion,"(7.903888888888889, -76.46833333333333)",Fuerza pública
ANTIOQUIA,5,SAN LUIS,5660,Rural,Vereda Mina Rica,2007,6,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.052778,-75.067778,Sin informacion,"(6.052778, -75.067778)",Fuerza pública
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda El Contento,2006,4,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.074,-74.922,Sin informacion,"(6.074, -74.922)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Sitio La Peña,2006,3,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.136,-75.86,Sin informacion,"(7.136, -75.86)",Fuerza pública
ANTIOQUIA,5,AMALFI,5031,Rural,Sin información,2010,11,Mayor de 18 años,no,Fuerza pública,Hombre,Muerto,7.077777777777778,-74.91222222222223,Caminos,"(7.0777777777777775, -74.91222222222223)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2010,9,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Fuerza pública
ANTIOQUIA,5,DABEIBA,5234,Rural,Sin información,2010,9,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.12722222222222,-76.2355555555555,Caminos,"(7.12722222222222, -76.2355555555555)",Fuerza pública
ANTIOQUIA,5,DABEIBA,5234,Rural,Sin información,2010,9,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.12722222222222,-76.2355555555555,Caminos,"(7.12722222222222, -76.2355555555555)",Fuerza pública
ANTIOQUIA,5,DABEIBA,5234,Rural,Sin información,2010,9,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.12722222222222,-76.2355555555555,Caminos,"(7.12722222222222, -76.2355555555555)",Fuerza pública
ANTIOQUIA,5,DABEIBA,5234,Rural,Sin información,2010,9,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.12722222222222,-76.2355555555555,Caminos,"(7.12722222222222, -76.2355555555555)",Fuerza pública
ANTIOQUIA,5,DABEIBA,5234,Rural,Sin información,2010,9,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.12722222222222,-76.2355555555555,Caminos,"(7.12722222222222, -76.2355555555555)",Fuerza pública
ANTIOQUIA,5,DABEIBA,5234,Rural,Sin información,2010,9,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.12722222222222,-76.2355555555555,Caminos,"(7.12722222222222, -76.2355555555555)",Fuerza pública
ANTIOQUIA,5,VEGACHÍ,5858,Rural,Sin información,2010,8,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.92833333333333,-74.8741666666667,Viviendas abandonadas,"(6.92833333333333, -74.8741666666667)",Fuerza pública
ANTIOQUIA,5,VEGACHÍ,5858,Rural,Sin información,2010,8,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.92833333333333,-74.8741666666667,Viviendas abandonadas,"(6.92833333333333, -74.8741666666667)",Fuerza pública
ANTIOQUIA,5,VEGACHÍ,5858,Rural,Sin información,2010,8,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.92833333333333,-74.8741666666667,Viviendas abandonadas,"(6.92833333333333, -74.8741666666667)",Fuerza pública
ANTIOQUIA,5,VEGACHÍ,5858,Rural,Sin información,2010,8,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,6.92833333333333,-74.8741666666667,Viviendas abandonadas,"(6.92833333333333, -74.8741666666667)",Fuerza pública
ANTIOQUIA,5,DABEIBA,5234,Rural,Sin información,2010,8,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.03888888888889,-76.3861111111111,Caminos,"(7.03888888888889, -76.3861111111111)",Fuerza pública
ANTIOQUIA,5,BRICEÑO,5107,Rural,Sin información,2010,8,Mayor de 18 años,no,Fuerza pública,Hombre,Muerto,7.05944444444444,-75.5961111111111,Sin informacion,"(7.05944444444444, -75.5961111111111)",Fuerza pública
ANTIOQUIA,5,BRICEÑO,5107,Rural,Sin información,2010,8,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.05944444444444,-75.5961111111111,Sin informacion,"(7.05944444444444, -75.5961111111111)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2011,2,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.449444444444444,-75.3725,Sin informacion,"(7.4494444444444445, -75.3725)",Fuerza pública
ANTIOQUIA,5,DABEIBA,5234,Rural,Sin información,2011,2,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.048333333333333,-76.4186111111111,Sin informacion,"(7.048333333333333, -76.4186111111111)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2011,2,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.512777777777778,-75.56222222222222,Sin informacion,"(7.512777777777778, -75.56222222222222)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Vereda Encarnación,2010,1,Mayor de 18 años,no,Fuerza pública,Hombre,Herido,7.415555555555556,-75.43138888888889,Sin informacion,"(7.415555555555556, -75.43138888888889)",Fuerza pública
